3300	87.277155
3298	88.391861
3296	87.850593
3294	87.192129
3292	86.736754
3290	85.968001
3288	87.340187
3286	86.629216
3284	86.032136
3282	85.585297
3280	88.554003
3278	87.478569
3276	86.278529
3274	88.411458
3272	85.647643
3270	87.200064
3268	85.831726
3266	87.17428
3264	85.803005
3262	85.100608
3260	87.636153
3258	85.919902
3256	87.188758
3254	84.373048
3252	87.709678
3250	85.798405
3248	84.892335
3246	87.653129
3244	85.563912
3242	87.454637
3240	84.615877
3238	87.256358
3236	87.005197
3234	85.877043
3232	87.861367
3230	87.270198
3228	85.81257
3226	84.949031
3224	85.57126
3222	86.285434
3220	85.936152
3218	86.654497
3216	85.246824
3214	85.818837
3212	85.941153
3210	85.523745
3208	87.805608
3206	85.082409
3204	87.184285
3202	84.265245
3200	87.509326
3198	85.863025
3196	86.507747
3194	85.981235
3192	85.553709
3190	85.78496
3188	84.747086
3186	85.733948
3184	85.627766
3182	85.901965
3180	85.208106
3178	85.050463
3176	86.667187
3174	84.920748
3172	86.746302
3170	86.07075
3168	85.633518
3166	86.157638
3164	85.511971
3162	85.658053
3160	85.464975
3158	86.751613
3156	86.019911
3154	85.969563
3152	85.86207
3150	85.72023
3148	85.909897
3146	85.85202
3144	85.124148
3142	85.849311
3140	86.186058
3138	85.826182
3136	85.577717
3134	85.721178
3132	85.839958
3130	85.742722
3128	85.682751
3126	85.513596
3124	85.355505
3122	85.345658
3120	86.084593
3118	85.827421
3116	85.451278
3114	85.424868
3112	85.754839
3110	86.079204
3108	85.828602
3106	85.514798
3104	85.848251
3102	85.523792
3100	85.302706
3098	85.58717
3096	85.26277
3094	85.244138
3092	85.711931
3090	85.398767
3088	85.622414
3086	86.089541
3084	85.799696
3082	85.419735
3080	85.915906
3078	85.436661
3076	85.907342
3074	85.435774
3072	85.402624
3070	85.519966
3068	85.403268
3066	85.411056
3064	85.31432
3062	85.332619
3060	85.383586
3058	85.150371
3056	85.332818
3054	85.378408
3052	85.349472
3050	85.272353
3048	85.401453
3046	85.619858
3044	85.149944
3042	85.391055
3040	85.446047
3038	85.489586
3036	85.310122
3034	85.224191
3032	85.415025
3030	85.132703
3028	85.471236
3026	85.495936
3024	85.166912
3022	85.305447
3020	85.476081
3018	85.483212
3016	85.177555
3014	85.469656
3012	85.538506
3010	85.411666
3008	85.245815
3006	85.514516
3004	85.449185
3002	85.173016
3000	85.330385
2998	85.315328
2996	85.071089
2994	85.334784
2992	85.323576
2990	85.223537
2988	85.120101
2986	85.24922
2984	85.392943
2982	85.196662
2980	85.222877
2978	85.140053
2976	85.216749
2974	84.955135
2972	85.107064
2970	85.188939
2968	85.074079
2966	85.322854
2964	85.276634
2962	85.252942
2960	85.220092
2958	85.175482
