#Thorlabs FTS
[SpectrumHeader]
#Date;20200120
#Time;18513596
#GMTTime;17513597
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;50
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;223.010000
#TriggerMode;0
#InterferometerSerial;M00439120
#Source;
#AirMeasureOpt;0
#WnrMin;13242.123047
#WnrMax;30038.648438
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS100
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
3.329044495e+02;1.787530840e-03
3.330110168e+02;-2.193301916e-04
3.331175842e+02;1.137126936e-03
3.332241821e+02;-7.147074211e-04
3.333307800e+02;-1.458360464e-03
3.334373779e+02;8.972453070e-04
3.335439758e+02;-2.081443090e-03
3.336506042e+02;-2.922682324e-04
3.337572327e+02;-1.548208063e-03
3.338638611e+02;-1.325917547e-03
3.339704895e+02;1.333883964e-03
3.340771484e+02;-7.551607559e-04
3.341838074e+02;3.618507762e-04
3.342904663e+02;5.419811350e-04
3.343971558e+02;8.082544082e-04
3.345038147e+02;-9.319926612e-04
3.346105042e+02;-3.661924857e-04
3.347172241e+02;3.913243127e-04
3.348239136e+02;2.982619917e-03
3.349306335e+02;-1.853487454e-03
3.350373535e+02;2.252951264e-03
3.351440735e+02;-1.488152629e-04
3.352508240e+02;4.003557842e-05
3.353575745e+02;1.439865329e-03
3.354643250e+02;2.915868303e-03
3.355710754e+02;-1.109185978e-03
3.356778564e+02;-3.727229196e-04
3.357846375e+02;2.023553243e-03
3.358914185e+02;3.623846918e-03
3.359982300e+02;3.409655765e-04
3.361050110e+02;-6.939929444e-04
3.362118225e+02;-4.859572218e-04
3.363186646e+02;4.674047814e-04
3.364254761e+02;2.162330702e-06
3.365323181e+02;1.318082213e-03
3.366391602e+02;1.741598244e-03
3.367460022e+02;4.108257999e-04
3.368528748e+02;-1.021218370e-03
3.369597168e+02;4.940422950e-04
3.370666199e+02;-1.072680345e-03
3.371734924e+02;5.035099093e-05
3.372803955e+02;-4.391605617e-04
3.373872681e+02;5.440248642e-04
3.374942017e+02;-5.624247133e-04
3.376011047e+02;1.134178834e-03
3.377080383e+02;3.465806134e-03
3.378149414e+02;-3.901984601e-04
