#Thorlabs FTS
[SpectrumHeader]
#Date;20200121
#Time;19581317
#GMTTime;18581317
#XAxisUnit;nm_air
#YAxisUnit;intensity
#Average;1000
#RollingAverage;0
#SpectrumSmooth;0
#SSmoothParam1;0
#SSmoothParam2;0
#SSmoothParam3;0
#SSmoothParam4;0
#IntegrationTime;1.010000
#TriggerMode;0
#InterferometerSerial;M00439120
#Source;
#AirMeasureOpt;0
#WnrMin;13242.123047
#WnrMax;30038.648438
#Length;3648
#Resolution;0.0000000000e+00
#ADC;0
#Instrument;0
#InstrModel;CCS100
#Type;emission
#AirTemp;0.00
#AirPressure;0.00
#AirRelHum;0.00
#Name;
#Comment;""
[Data]
3.329044495e+02;8.204863407e-04
3.330110168e+02;3.275471681e-04
3.331175842e+02;8.418594953e-04
3.332241821e+02;3.657863417e-04
3.333307800e+02;7.955741021e-04
3.334373779e+02;3.724343842e-04
3.335439758e+02;8.259291644e-04
3.336506042e+02;3.510324750e-04
3.337572327e+02;8.231271058e-04
3.338638611e+02;4.072332813e-04
3.339704895e+02;8.382573142e-04
3.340771484e+02;3.535162832e-04
3.341838074e+02;8.371144650e-04
3.342904663e+02;3.819955164e-04
3.343971558e+02;8.338880725e-04
3.345038147e+02;4.063224478e-04
3.346105042e+02;8.314737352e-04
3.347172241e+02;3.593263391e-04
3.348239136e+02;8.332370198e-04
3.349306335e+02;3.516734578e-04
3.350373535e+02;8.480176330e-04
3.351440735e+02;4.134452320e-04
3.352508240e+02;8.518139948e-04
3.353575745e+02;4.190563050e-04
3.354643250e+02;8.720970945e-04
3.355710754e+02;3.835103416e-04
3.356778564e+02;8.302643546e-04
3.357846375e+02;3.726205323e-04
3.358914185e+02;8.452730253e-04
3.359982300e+02;3.706536954e-04
3.361050110e+02;8.304421208e-04
3.362118225e+02;3.936972644e-04
3.363186646e+02;8.209813386e-04
3.364254761e+02;3.834458767e-04
3.365323181e+02;8.187179337e-04
3.366391602e+02;4.062748048e-04
3.367460022e+02;8.123692241e-04
3.368528748e+02;3.662586096e-04
3.369597168e+02;8.645677008e-04
3.370666199e+02;3.272508329e-04
3.371734924e+02;8.903039270e-04
3.372803955e+02;4.304725444e-04
3.373872681e+02;8.438412333e-04
3.374942017e+02;4.263144219e-04
3.376011047e+02;8.672176627e-04
3.377080383e+02;3.967832890e-04
3.378149414e+02;8.340041968e-04
3.379219055e+02;4.032866855e-04
3.380288391e+02;8.629772929e-04
3.381358032e+02;4.081943480e-04
3.382427673e+02;8.751302375e-04
3.383497314e+02;4.222317366e-04
3.384567261e+02;8.719171165e-04
3.385636902e+02;4.203316930e-04
3.386706848e+02;8.736971067e-04
3.387777100e+02;4.390495887e-04
3.388847046e+02;8.407195564e-04
3.389917297e+02;3.975537256e-04
3.390987549e+02;8.695478318e-04
3.392057800e+02;4.605042050e-04
3.393128357e+02;8.487339946e-04
3.394198914e+02;4.284139141e-04
3.395269470e+02;8.371608565e-04
3.396340027e+02;3.676919150e-04
3.397410889e+02;8.504454163e-04
3.398481750e+02;3.802236752e-04
3.399552612e+02;8.419147925e-04
3.400623474e+02;4.079463251e-04
3.401694641e+02;8.502045530e-04
3.402765808e+02;4.069900024e-04
3.403836975e+02;8.743348881e-04
3.404908447e+02;4.185286525e-04
3.405979614e+02;8.717082092e-04
3.407051086e+02;4.043443769e-04
3.408122559e+02;8.662982727e-04
3.409194336e+02;3.586042731e-04
3.410266113e+02;8.497862727e-04
3.411337891e+02;4.004364891e-04
3.412409668e+02;8.894337807e-04
3.413481750e+02;4.060817300e-04
3.414553528e+02;8.828944992e-04
3.415625610e+02;4.356566642e-04
3.416697998e+02;8.818634669e-04
3.417770081e+02;4.072119191e-04
3.418842468e+02;8.399277576e-04
3.419914856e+02;4.490358115e-04
3.420987549e+02;8.625814226e-04
3.422059937e+02;4.528306890e-04
3.423132629e+02;8.977861726e-04
3.424205322e+02;4.798024893e-04
3.425278320e+02;8.811663720e-04
3.426351013e+02;4.565149138e-04
3.427424011e+02;9.150220430e-04
3.428497009e+02;3.906835336e-04
3.429570313e+02;8.548803744e-04
3.430643311e+02;4.347528738e-04
3.431716614e+02;8.577969274e-04
3.432790222e+02;4.127100401e-04
3.433863525e+02;8.773357840e-04
3.434937134e+02;4.128190340e-04
3.436010742e+02;8.558470290e-04
3.437084351e+02;4.332422395e-04
3.438157959e+02;8.955649100e-04
3.439231873e+02;4.439423792e-04
3.440305786e+02;8.864151896e-04
3.441379700e+02;4.134679039e-04
3.442453918e+02;8.742398350e-04
3.443528137e+02;3.576326708e-04
3.444602356e+02;8.875320200e-04
3.445676575e+02;4.047328548e-04
