4.333400e+02 8.111527e-01
4.335960e+02 7.899395e-01
4.338520e+02 7.686934e-01
4.341080e+02 7.476103e-01
4.343640e+02 7.268605e-01
4.346200e+02 7.065896e-01
4.348760e+02 6.869192e-01
4.351320e+02 6.679481e-01
4.353880e+02 6.497552e-01
4.356440e+02 6.324008e-01
4.359000e+02 6.159299e-01
4.361560e+02 6.003738e-01
4.364120e+02 5.857528e-01
4.366680e+02 5.720782e-01
4.369240e+02 5.593539e-01
4.371800e+02 5.475785e-01
4.374360e+02 5.367464e-01
4.376920e+02 5.268494e-01
4.379480e+02 5.178777e-01
4.382040e+02 5.098206e-01
4.384600e+02 5.026678e-01
4.387160e+02 4.964097e-01
4.389720e+02 4.910380e-01
4.392280e+02 4.865464e-01
4.394840e+02 4.829310e-01
4.397400e+02 4.801906e-01
4.399960e+02 4.783268e-01
4.402520e+02 4.773448e-01
4.405080e+02 4.772532e-01
4.407640e+02 4.780646e-01
4.410200e+02 4.797955e-01
4.412760e+02 4.824665e-01
4.415320e+02 4.861030e-01
4.417880e+02 4.907345e-01
4.420440e+02 4.963951e-01
4.423000e+02 5.031237e-01
4.425560e+02 5.109633e-01
4.428120e+02 5.199613e-01
4.430680e+02 5.301685e-01
4.433240e+02 5.416387e-01
4.435800e+02 5.544274e-01
4.438360e+02 5.685903e-01
4.440920e+02 5.841810e-01
4.443480e+02 6.012474e-01
4.446040e+02 6.198285e-01
4.448600e+02 6.399484e-01
4.451160e+02 6.616095e-01
4.453720e+02 6.847840e-01
4.456280e+02 7.094034e-01
4.458840e+02 7.353459e-01
4.461400e+02 7.624224e-01
4.463960e+02 7.903612e-01
4.466520e+02 8.187931e-01
4.469080e+02 8.472379e-01
4.471640e+02 8.750970e-01
4.474200e+02 9.016528e-01
4.476760e+02 9.260818e-01
4.479320e+02 9.474828e-01
4.481880e+02 9.649234e-01
4.484440e+02 9.775046e-01
4.487000e+02 9.844362e-01
4.489560e+02 9.851171e-01
4.492120e+02 9.792048e-01
4.494680e+02 9.666623e-01
4.497240e+02 9.477726e-01
4.499800e+02 9.231151e-01
4.502360e+02 8.935093e-01
4.504920e+02 8.599362e-01
4.507480e+02 8.234505e-01
4.510040e+02 7.850987e-01
4.512600e+02 7.458525e-01
4.515160e+02 7.065629e-01
