3.329044495e+02	7.309839129e-04
3.330110168e+02	-2.868641168e-04
3.331175842e+02	6.119781756e-04
3.332241821e+02	-5.318059702e-04
3.333307800e+02	-4.639394465e-04
3.334373779e+02	2.122290316e-04
3.335439758e+02	-6.034050020e-04
3.336506042e+02	-3.568071697e-04
3.337572327e+02	-5.124055897e-04
3.338638611e+02	-7.296075346e-04
3.339704895e+02	8.182150777e-04
3.340771484e+02	-4.415684089e-04
3.341838074e+02	1.461876673e-04
3.342904663e+02	-6.105616194e-05
3.343971558e+02	3.703007824e-04
3.345038147e+02	-4.330114461e-04
3.346105042e+02	4.151751637e-05
3.347172241e+02	-8.620689187e-05
3.348239136e+02	1.227739383e-03
3.349306335e+02	-8.463789127e-04
3.350373535e+02	8.961475687e-04
3.351440735e+02	-1.132010730e-04
3.352508240e+02	1.954365871e-04
3.353575745e+02	5.232083495e-04
3.354643250e+02	1.318089664e-03
3.355710754e+02	-6.765759317e-04
3.356778564e+02	7.026119420e-05
3.357846375e+02	4.421909689e-04
3.358914185e+02	1.514842734e-03
3.359982300e+02	-1.231078058e-04
3.361050110e+02	-1.159612748e-05
3.362118225e+02	-3.613158478e-04
3.363186646e+02	4.587902004e-05
3.364254761e+02	-1.348898659e-04
3.365323181e+02	6.113487179e-04
3.366391602e+02	5.139709683e-04
3.367460022e+02	3.063453769e-04
3.368528748e+02	-5.444943672e-04
3.369597168e+02	4.935798352e-04
3.370666199e+02	-5.692302948e-04
3.371734924e+02	1.137294530e-04
3.372803955e+02	-3.062806500e-04
3.373872681e+02	5.737444735e-04
3.374942017e+02	-2.452860062e-04
3.376011047e+02	3.878948046e-04
3.377080383e+02	1.079881797e-03
3.378149414e+02	1.136398860e-04
3.379219055e+02	-2.472302876e-04
3.380288391e+02	5.937693641e-04
3.381358032e+02	7.249161717e-04
3.382427673e+02	2.974919043e-04
3.383497314e+02	5.849623121e-04
3.384567261e+02	5.926426384e-04
3.385636902e+02	3.555995063e-04
3.386706848e+02	9.394515073e-04
3.387777100e+02	4.033820587e-04
3.388847046e+02	1.312553650e-04
3.389917297e+02	-3.413889790e-04
3.390987549e+02	8.500412805e-04
3.392057800e+02	3.994097468e-03
3.393128357e+02	1.907155383e-04
3.394198914e+02	6.503732293e-04
3.395269470e+02	1.881967997e-03
3.396340027e+02	9.343674901e-05
3.397410889e+02	1.615859219e-04
3.398481750e+02	-1.013182700e-04
3.399552612e+02	1.880622003e-04
3.400623474e+02	-2.990892390e-04
3.401694641e+02	3.718645894e-05
3.402765808e+02	1.267160405e-04
3.403836975e+02	1.527282060e-03
3.404908447e+02	2.030017349e-04
3.405979614e+02	7.249764167e-04
3.407051086e+02	-1.097174118e-05
3.408122559e+02	1.092974329e-03
3.409194336e+02	-6.357636885e-04
3.410266113e+02	1.224695006e-03
3.411337891e+02	2.837489592e-04
3.412409668e+02	6.756373332e-04
3.413481750e+02	-1.201200415e-03
3.414553528e+02	1.226171735e-03
3.415625610e+02	-2.587482741e-04
3.416697998e+02	5.339345080e-04
3.417770081e+02	-1.978109794e-04
3.418842468e+02	4.705402534e-04
3.419914856e+02	-5.665554199e-04
3.420987549e+02	-4.986428539e-04
3.422059937e+02	-8.869227167e-05
3.423132629e+02	1.207053196e-03
