3.329044495e+02	1.999798114e-04
3.330110168e+02	1.706498879e-04
3.331175842e+02	4.285531468e-04
3.332241821e+02	7.001213380e-04
3.333307800e+02	3.922218748e-04
3.334373779e+02	-1.059816685e-03
3.335439758e+02	-1.508679241e-03
3.336506042e+02	-7.405267388e-05
3.337572327e+02	9.677172056e-04
3.338638611e+02	2.440499811e-04
3.339704895e+02	-7.903147489e-04
3.340771484e+02	-8.997487603e-04
3.341838074e+02	-8.424304542e-05
3.342904663e+02	-5.586853367e-04
3.343971558e+02	-5.241895560e-04
3.345038147e+02	-4.030416676e-05
3.346105042e+02	9.799924446e-04
3.347172241e+02	-6.817159592e-04
3.348239136e+02	3.750843462e-05
3.349306335e+02	8.387962589e-04
3.350373535e+02	-8.316005114e-04
3.351440735e+02	-4.237963294e-04
3.352508240e+02	-1.646728022e-03
3.353575745e+02	-1.247400884e-03
3.354643250e+02	-1.747402013e-03
3.355710754e+02	-6.223223754e-04
3.356778564e+02	-9.581269696e-04
3.357846375e+02	3.229209105e-04
3.358914185e+02	-1.971141319e-04
3.359982300e+02	-3.197856422e-04
3.361050110e+02	1.921148069e-04
3.362118225e+02	5.727747921e-04
3.363186646e+02	4.464917874e-04
3.364254761e+02	-7.063114317e-04
3.365323181e+02	-5.523347063e-04
3.366391602e+02	-1.107305987e-03
3.367460022e+02	1.296321978e-03
3.368528748e+02	1.501796069e-03
3.369597168e+02	2.055539750e-03
3.370666199e+02	1.409758352e-05
3.371734924e+02	2.042388369e-04
3.372803955e+02	-2.995547038e-05
3.373872681e+02	-3.362787902e-05
3.374942017e+02	-2.044119756e-04
3.376011047e+02	6.912568933e-04
3.377080383e+02	-3.854170791e-04
3.378149414e+02	-6.577604217e-04
3.379219055e+02	5.202128668e-04
3.380288391e+02	-1.845469233e-03
3.381358032e+02	1.026231330e-04
3.382427673e+02	-1.319613890e-03
3.383497314e+02	6.978809834e-04
3.384567261e+02	7.476379396e-04
3.385636902e+02	1.144660055e-04
3.386706848e+02	8.855496999e-04
3.387777100e+02	-1.014273264e-03
3.388847046e+02	-7.691803621e-04
3.389917297e+02	9.452185477e-04
3.390987549e+02	6.689841975e-04
3.392057800e+02	-1.226788590e-04
3.393128357e+02	-3.369299229e-04
3.394198914e+02	-9.738912340e-04
3.395269470e+02	8.076385129e-04
3.396340027e+02	-8.979475824e-04
3.397410889e+02	3.932637628e-04
3.398481750e+02	-1.332238433e-03
3.399552612e+02	1.021050964e-03
3.400623474e+02	-6.413568626e-04
3.401694641e+02	-5.828862777e-04
3.402765808e+02	8.208326763e-04
3.403836975e+02	-8.512735367e-04
