700000 43239.258653
705000 45737.102986
710000 48235.169824
715000 50733.426373
720000 53231.846159
725000 55730.407126
730000 58229.091388
735000 60727.883480
740000 63226.770935
745000 65725.742680
750000 68224.789643
755000 70723.903817
760000 73223.078336
765000 75722.307156
770000 78221.585239
775000 80720.907955
780000 83220.271198
785000 85719.671605
790000 88219.105804
795000 90718.571214
800000 93218.065282
805000 95717.585672
810000 98217.130409
815000 100716.697756
820000 103216.285995
825000 105715.893745
830000 108215.519518
835000 110715.162188
840000 113214.820650
845000 115714.493780
850000 118214.180814
855000 120713.880736
860000 123213.592829
865000 125713.316313
870000 128213.050601
875000 130712.795054
880000 133212.549143
885000 135712.312156
890000 138212.083794
895000 140711.863599
900000 143211.651031
905000 145711.445679
910000 148211.247345
915000 150711.055541
920000 153210.869951
925000 155710.690448
930000 158210.516474
935000 160710.347973
940000 163210.184608
945000 165710.026170
950000 168209.872444
955000 170709.723195
960000 173209.578288
965000 175709.437494
970000 178209.300674
975000 180709.167545
980000 183209.038146
985000 185708.912111
990000 188208.789537
995000 190708.670152
1000000 193208.553791
1005000 195708.440455
1010000 198208.329963
1015000 200708.222229
1020000 203208.117135
1025000 205708.014615
1030000 208207.914508
1035000 210707.816800
1040000 213207.721368
1045000 215707.628158
1050000 218207.537149
1055000 220707.448102
1060000 223207.361104
1065000 225707.276010
1070000 228207.192752
1075000 230707.111344
1080000 233207.031658
1085000 235706.953656
1090000 238206.877283
1095000 240706.802526
1100000 243206.729327
1105000 245706.657525
1110000 248206.587284
1115000 250706.518336
1120000 253206.450865
1125000 255706.384621
1130000 258206.319659
1135000 260706.255950
1140000 263206.193458
1145000 265706.132141
1150000 268206.071973
1155000 270706.012942
1160000 273205.954951
1165000 275705.898032
1170000 278205.842160
1175000 280705.787239
1180000 283205.733343
1185000 285705.680300
1190000 288205.628206
1195000 290705.577076
1200000 293205.526749
1205000 295705.477250
1210000 298205.428622
1215000 300705.380865
1220000 303205.333814
1225000 305705.287592
1230000 308205.242035
1235000 310705.197284
1240000 313205.153215
1245000 315705.109814
1250000 318205.067161
1255000 320705.025123
1260000 323204.983778
1265000 325704.943037
1270000 328204.902862
1275000 330704.863314
1280000 333204.824426
1285000 335704.786077
1290000 338204.748343
1295000 340704.711160
1300000 343204.674444
1305000 345704.638314
1310000 348204.602622
1315000 350704.567545
1320000 353204.532909
1325000 355704.498780
1330000 358204.465149
1335000 360704.431880
1340000 363204.399208
1345000 365704.366866
1350000 368204.335056
1355000 370704.303582
1360000 373204.272668
1365000 375704.242022
1370000 378204.211823
1375000 380704.182069
1380000 383204.152650
1385000 385704.123616
1390000 388204.094988
1395000 390704.066708
1400000 393204.038816
1405000 395704.011244
1410000 398203.984034
1415000 400703.957170
1420000 403203.930587
1425000 405703.904320
1430000 408203.878450
1435000 410703.852882
1440000 413203.827652
1445000 415703.802657
1450000 418203.777967
1455000 420703.753580
1460000 423203.729541
1465000 425703.705709
1470000 428203.682144
1475000 430703.658866
1480000 433203.635871
1485000 435703.613232
1490000 438203.590716
1495000 440703.568511
1500000 443203.546561
1505000 445703.524857
1510000 448203.503383
1515000 450703.482080
1520000 453203.461093
1525000 455703.440340
1530000 458203.419826
1535000 460703.399501
1540000 463203.379411
1545000 465703.359481
1550000 468203.339830
1555000 470703.320322
1560000 473203.301100
1565000 475703.282046
1570000 478203.263241
1575000 480703.244579
1580000 483203.226046
1585000 485703.207812
1590000 488203.189647
1595000 490703.171748
1600000 493203.154065
1605000 495703.136568
1610000 498203.119156
1615000 500703.102002
1620000 503203.084928
1625000 505703.068042
1630000 508203.051392
1635000 510703.034832
1640000 513203.018482
1645000 515703.002257
1650000 518202.986229
1655000 520702.970334
1660000 523202.954569
1665000 525702.939010
1670000 528202.923532
1675000 530702.908264
1680000 533202.893070
1685000 535702.878082
1690000 538202.863177
1695000 540702.848471
1700000 543202.833787
1705000 545702.819362
1710000 548202.804996
1715000 550702.790764
1720000 553202.776698
1725000 555702.762787
1730000 558202.748914
1735000 560702.735217
1740000 563202.721619
1745000 565702.708126
1750000 568202.694853
1755000 570702.681620
1760000 573202.668483
1765000 575702.655477
1770000 578202.642587
1775000 580702.629851
1780000 583202.617108
1785000 585702.604568
1790000 588202.592110
1795000 590702.579782
1800000 593202.567555
